id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,city,state_id,state_name,population,density
3742,U,1,17837,4,3,43.5,15,18,0,0,1,0,Lewisburg,PA,Pennsylvania,18670,128.3
3743,M,0,17847,4,1,36,31,4,0,0,0,0,Milton,PA,Pennsylvania,11479,95.7
3744,M,0,17847,4,1,24.5,13,11,0,0,0,0,Milton,PA,Pennsylvania,11479,95.7
3745,M,0,17889,4,2,79.5,12,3,0,0,0,0,Winfield,PA,Pennsylvania,2997,47.1
3746,M,0,17889,4,2,289,20,13,0,0,0,0,Winfield,PA,Pennsylvania,2997,47.1
3747,M,0,17961,4,3,98.5,9,17,1,0,0,0,Orwigsburg,PA,Pennsylvania,6783,102.2
3748,M,0,17961,4,2,102,29,7,0,0,0,0,Orwigsburg,PA,Pennsylvania,6783,102.2
3749,F,0,18013,4,1,44.5,9,2,0,0,0,0,Bangor,PA,Pennsylvania,17962,110.1
3750,F,0,18013,4,3,116.5,5,33,1,0,0,0,Bangor,PA,Pennsylvania,17962,110.1
3751,M,0,18017,4,1,17,13,3,0,0,0,0,Bethlehem,PA,Pennsylvania,40587,935.1
3752,M,0,18017,4,2,39,3,13,0,0,0,0,Bethlehem,PA,Pennsylvania,40587,935.1
3753,M,0,18017,4,4,119,9,6,0,0,0,0,Bethlehem,PA,Pennsylvania,40587,935.1
3754,M,0,18017,4,1,34.5,9,4,0,0,0,0,Bethlehem,PA,Pennsylvania,40587,935.1
3755,F,0,18018,4,3,122.5,11,16,0,0,0,0,Bethlehem,PA,Pennsylvania,31479,2350
3756,F,0,18018,4,4,208,24,6,0,0,0,0,Bethlehem,PA,Pennsylvania,31479,2350
3757,M,0,18036,4,1,15.5,17,19,0,0,1,0,Coopersburg,PA,Pennsylvania,14532,192.3
3758,M,0,18036,4,3,170,20,14,0,0,0,0,Coopersburg,PA,Pennsylvania,14532,192.3
3759,F,0,18042,4,3,161,24,13,0,0,0,1,Easton,PA,Pennsylvania,44818,782.5
3760,F,0,18042,4,3,58.5,30,4,0,0,0,0,Easton,PA,Pennsylvania,44818,782.5
3761,M,0,18045,4,1,114.5,28,15,0,0,0,0,Easton,PA,Pennsylvania,29563,592.6
3762,M,0,18045,4,4,301,32,20,0,0,1,0,Easton,PA,Pennsylvania,29563,592.6
3763,M,0,18049,4,1,153.5,19,2,0,0,0,0,Emmaus,PA,Pennsylvania,18727,482.1
3764,M,0,18049,4,1,164.5,17,27,1,0,0,0,Emmaus,PA,Pennsylvania,18727,482.1
3765,M,0,18054,4,1,14.5,25,12,0,0,0,0,Green Lane,PA,Pennsylvania,4960,113
3766,M,0,18054,4,4,105.5,15,30,0,0,1,0,Green Lane,PA,Pennsylvania,4960,113
3767,M,0,18064,4,1,29.5,19,22,0,0,1,0,Nazareth,PA,Pennsylvania,27112,271.8
3768,M,0,18064,4,2,46,24,24,1,0,0,0,Nazareth,PA,Pennsylvania,27112,271.8
3769,U,1,18069,4,4,85,10,12,0,0,0,0,Orefield,PA,Pennsylvania,8593,234.6
3770,U,1,18069,4,1,19.5,7,25,1,0,0,0,Orefield,PA,Pennsylvania,8593,234.6
3771,F,1,18080,4,2,59,1,30,1,0,0,0,Slatington,PA,Pennsylvania,11251,143.9
3772,F,1,18080,4,1,9.5,31,23,0,0,1,0,Slatington,PA,Pennsylvania,11251,143.9
3773,M,1,18102,4,1,74.5,34,2,0,0,0,0,Allentown,PA,Pennsylvania,51640,6689.2
3774,M,1,18102,4,2,218,14,2,0,0,0,0,Allentown,PA,Pennsylvania,51640,6689.2
3775,M,0,18103,4,2,35.5,14,33,1,0,0,0,Allentown,PA,Pennsylvania,48344,1087.9
3776,M,0,18103,4,1,8.5,4,29,0,0,1,0,Allentown,PA,Pennsylvania,48344,1087.9
3777,F,1,18104,4,5,223.5,5,24,1,0,0,0,Allentown,PA,Pennsylvania,46259,778.2
3778,F,1,18104,4,3,138,6,4,0,0,0,0,Allentown,PA,Pennsylvania,46259,778.2
3779,M,0,18104,4,1,89.5,4,34,1,0,0,0,Allentown,PA,Pennsylvania,46259,778.2
3780,M,0,18104,4,1,59.5,25,19,0,0,1,0,Allentown,PA,Pennsylvania,46259,778.2
3781,U,1,18201,4,1,19.5,21,31,1,0,0,0,Hazleton,PA,Pennsylvania,31519,696.6
3782,U,1,18201,4,4,151.5,11,1,0,0,0,0,Hazleton,PA,Pennsylvania,31519,696.6
3783,M,1,18229,4,2,44,14,20,1,0,0,0,Jim Thorpe,PA,Pennsylvania,9049,63.2
3784,M,1,18229,4,1,44.5,11,21,1,0,0,0,Jim Thorpe,PA,Pennsylvania,9049,63.2
3785,F,0,18301,4,1,29.5,8,18,0,0,1,0,East Stroudsburg,PA,Pennsylvania,29207,296
3786,F,0,18301,4,2,18.5,5,27,0,0,1,0,East Stroudsburg,PA,Pennsylvania,29207,296
3787,M,0,18328,4,1,39.5,24,33,0,0,1,0,Dingmans Ferry,PA,Pennsylvania,7787,26.8
3788,M,0,18328,4,1,54.5,31,13,0,0,0,0,Dingmans Ferry,PA,Pennsylvania,7787,26.8
3789,F,0,18347,4,4,381.5,15,24,0,0,1,0,Pocono Lake,PA,Pennsylvania,3156,24.4
3790,F,0,18347,4,2,19,13,18,1,0,0,0,Pocono Lake,PA,Pennsylvania,3156,24.4
3791,M,0,18360,4,3,192.5,5,16,0,1,0,0,Stroudsburg,PA,Pennsylvania,29345,131
3792,M,0,18360,4,1,62.5,17,16,0,0,0,0,Stroudsburg,PA,Pennsylvania,29345,131
3793,M,0,18411,4,1,19.5,25,17,0,0,0,0,Clarks Summit,PA,Pennsylvania,22829,159.2
3794,M,0,18411,4,3,130,6,8,0,0,0,0,Clarks Summit,PA,Pennsylvania,22829,159.2
3795,M,0,18428,4,1,62,26,27,0,0,1,0,Hawley,PA,Pennsylvania,12405,31.7
3796,M,0,18428,4,4,219.5,14,7,0,0,0,0,Hawley,PA,Pennsylvania,12405,31.7
3797,M,0,18444,4,3,251,6,3,0,0,0,0,Moscow,PA,Pennsylvania,14155,52
3798,M,0,18444,4,1,52,20,12,0,0,0,0,Moscow,PA,Pennsylvania,14155,52
3799,F,0,18503,4,2,129,10,23,1,0,0,0,Scranton,PA,Pennsylvania,1303,1061.6
3800,F,0,18503,4,2,34,11,28,1,0,0,0,Scranton,PA,Pennsylvania,1303,1061.6
3801,M,1,18510,4,4,191.5,33,6,0,0,0,0,Scranton,PA,Pennsylvania,14530,3112.5
3802,M,1,18510,4,5,171,6,29,0,0,1,0,Scranton,PA,Pennsylvania,14530,3112.5
3803,F,0,18612,4,5,227.5,19,32,0,0,1,0,Dallas,PA,Pennsylvania,18033,127.7
3804,F,0,18612,4,1,9.5,34,27,0,0,1,0,Dallas,PA,Pennsylvania,18033,127.7
3805,M,1,18640,4,1,48.5,24,18,0,0,1,0,Pittston,PA,Pennsylvania,16014,221.5
3806,M,1,18640,4,1,64.5,9,19,0,0,1,1,Pittston,PA,Pennsylvania,16014,221.5
3807,F,0,18657,4,4,77,11,12,0,0,0,0,Tunkhannock,PA,Pennsylvania,11080,36.2
3808,F,0,18657,4,2,44,20,3,0,0,0,0,Tunkhannock,PA,Pennsylvania,11080,36.2
3809,M,0,18704,4,2,49,3,23,1,0,0,0,Kingston,PA,Pennsylvania,30973,1182.2
3810,M,0,18704,4,2,101.5,14,22,0,0,1,0,Kingston,PA,Pennsylvania,30973,1182.2
3811,F,0,18707,4,2,91,14,25,0,1,1,0,Mountain Top,PA,Pennsylvania,16366,123.8
3812,F,0,18707,4,1,29.5,3,16,1,0,0,0,Mountain Top,PA,Pennsylvania,16366,123.8
3813,M,0,18818,4,1,29.5,27,19,0,0,0,0,Friendsville,PA,Pennsylvania,1253,11.6
3814,M,0,18818,4,1,14.5,21,3,0,0,0,0,Friendsville,PA,Pennsylvania,1253,11.6
3815,F,0,18853,4,1,31.5,32,20,1,0,0,0,Wyalusing,PA,Pennsylvania,4211,15.3
3816,F,0,18853,4,2,26.5,12,30,0,0,1,0,Wyalusing,PA,Pennsylvania,4211,15.3
3817,U,1,18901,4,3,186.5,3,1,0,0,0,0,Doylestown,PA,Pennsylvania,28311,521.2
3818,U,1,18901,4,1,124,7,18,0,0,0,0,Doylestown,PA,Pennsylvania,28311,521.2
3819,M,0,18901,4,1,19.5,7,8,0,0,0,0,Doylestown,PA,Pennsylvania,28311,521.2
3820,M,0,18901,4,2,153,12,17,0,0,1,0,Doylestown,PA,Pennsylvania,28311,521.2
3821,M,0,18914,4,1,74.5,10,7,0,0,0,0,Chalfont,PA,Pennsylvania,21067,462.1
3822,M,0,18914,4,1,22.5,8,15,0,0,0,0,Chalfont,PA,Pennsylvania,21067,462.1
3823,M,1,18929,4,3,38.5,17,1,0,0,0,0,Jamison,PA,Pennsylvania,9700,510.6
3824,M,1,18929,4,3,221,30,26,0,0,1,0,Jamison,PA,Pennsylvania,9700,510.6
3825,F,0,18938,4,1,64.5,21,32,0,0,1,0,New Hope,PA,Pennsylvania,13380,126.3
3826,F,0,18938,4,3,135,14,14,0,0,0,0,New Hope,PA,Pennsylvania,13380,126.3
3827,F,0,18940,4,1,49.5,24,30,0,0,1,0,Newtown,PA,Pennsylvania,29834,333.2
3828,F,0,18940,4,2,199,1,27,0,0,1,0,Newtown,PA,Pennsylvania,29834,333.2
3829,M,0,18943,4,1,19.5,13,4,0,0,0,0,International,International,International,International,International
3830,M,0,18943,4,1,27,20,26,1,0,0,0,International,International,International,International,International
3831,U,1,18951,4,5,242.5,2,13,0,0,0,0,Quakertown,PA,Pennsylvania,37140,200
3832,U,1,18951,4,5,233,3,8,0,0,0,0,Quakertown,PA,Pennsylvania,37140,200
3833,M,0,18954,4,2,134,20,30,1,0,0,0,Richboro,PA,Pennsylvania,10635,638.5
3834,M,0,18954,4,1,29.5,18,17,0,0,1,1,Richboro,PA,Pennsylvania,10635,638.5
3835,U,0,18964,4,2,45,7,20,1,0,0,0,Souderton,PA,Pennsylvania,14129,577.1
3836,U,0,18964,4,2,52,16,19,0,0,0,0,Souderton,PA,Pennsylvania,14129,577.1
3837,F,0,18966,4,2,74,6,30,0,0,1,0,Southampton,PA,Pennsylvania,36167,856.5
3838,F,0,18966,4,2,49,11,1,0,0,0,0,Southampton,PA,Pennsylvania,36167,856.5
3839,M,0,18966,4,1,79.5,20,23,1,0,0,0,Southampton,PA,Pennsylvania,36167,856.5
3840,M,0,18966,4,3,127.5,26,14,0,0,0,0,Southampton,PA,Pennsylvania,36167,856.5
3841,M,0,18974,4,1,66.5,30,8,0,0,0,0,Warminster,PA,Pennsylvania,42811,838.9
3842,M,0,18974,4,2,109,20,13,0,0,0,0,Warminster,PA,Pennsylvania,42811,838.9
3843,M,0,18974,4,4,158,25,8,0,0,0,0,Warminster,PA,Pennsylvania,42811,838.9
3844,M,0,18974,4,1,36.5,32,22,0,0,1,0,Warminster,PA,Pennsylvania,42811,838.9
3845,M,0,18977,4,2,36.5,3,11,0,0,0,0,Washington Crossing,PA,Pennsylvania,4565,401.4
3846,M,0,18977,4,2,53,1,27,1,0,0,0,Washington Crossing,PA,Pennsylvania,4565,401.4
3847,M,0,19002,4,1,12,12,1,0,0,0,0,Ambler,PA,Pennsylvania,31608,603.7
3848,M,0,19002,4,1,29,17,10,0,0,0,0,Ambler,PA,Pennsylvania,31608,603.7
3849,U,0,19002,4,2,130.5,23,6,0,0,0,0,Ambler,PA,Pennsylvania,31608,603.7
3850,U,0,19002,4,1,57,16,16,1,0,0,0,Ambler,PA,Pennsylvania,31608,603.7
3851,M,0,19003,4,2,78,13,27,0,0,1,1,Ardmore,PA,Pennsylvania,13953,2673.5
3852,M,0,19003,4,3,148.5,18,7,0,0,0,0,Ardmore,PA,Pennsylvania,13953,2673.5
3853,M,0,19004,4,1,82,15,12,0,0,0,0,Bala Cynwyd,PA,Pennsylvania,9971,1432.5
3854,M,0,19004,4,1,81,31,2,0,0,0,0,Bala Cynwyd,PA,Pennsylvania,9971,1432.5
3855,M,0,19006,4,1,84.5,25,28,0,0,1,0,Huntingdon Valley,PA,Pennsylvania,23244,675.8
3856,M,0,19006,4,2,114.5,7,20,1,0,0,0,Huntingdon Valley,PA,Pennsylvania,23244,675.8
3857,M,0,19006,4,3,113.5,9,7,0,0,0,0,Huntingdon Valley,PA,Pennsylvania,23244,675.8
3858,M,0,19006,4,2,53.5,24,29,1,0,0,0,Huntingdon Valley,PA,Pennsylvania,23244,675.8
3859,U,1,19008,4,3,137.5,17,22,1,0,0,0,Broomall,PA,Pennsylvania,20492,1210.3
3860,U,1,19008,4,1,49.5,4,3,0,0,0,0,Broomall,PA,Pennsylvania,20492,1210.3
3861,U,1,19010,4,5,263.5,17,4,0,0,0,0,Bryn Mawr,PA,Pennsylvania,21406,977.7
3862,U,1,19010,4,1,94.5,25,13,0,0,0,0,Bryn Mawr,PA,Pennsylvania,21406,977.7
3863,M,1,19010,4,1,12,22,11,0,0,0,0,Bryn Mawr,PA,Pennsylvania,21406,977.7
3864,M,1,19010,4,1,80.5,16,9,0,0,0,0,Bryn Mawr,PA,Pennsylvania,21406,977.7
3865,U,1,19014,4,1,89.5,1,13,0,0,0,0,Aston,PA,Pennsylvania,20925,872.9
3866,U,1,19014,4,1,94.5,23,20,0,0,1,0,Aston,PA,Pennsylvania,20925,872.9
3867,M,0,19018,4,1,17.5,3,34,0,0,1,0,Clifton Heights,PA,Pennsylvania,23302,3300.7
3868,M,0,19018,4,2,154.5,19,32,0,0,1,0,Clifton Heights,PA,Pennsylvania,23302,3300.7
3869,F,1,19020,4,2,49,14,33,1,0,0,1,Bensalem,PA,Pennsylvania,56746,1268.8
3870,F,1,19020,4,4,94.5,7,34,0,0,1,0,Bensalem,PA,Pennsylvania,56746,1268.8
3871,F,0,19021,4,1,24.5,24,7,0,0,0,0,Croydon,PA,Pennsylvania,9744,1212.5
3872,F,0,19021,4,2,92.5,6,9,0,1,0,0,Croydon,PA,Pennsylvania,9744,1212.5
3873,M,0,19026,4,3,110,18,2,0,0,0,0,Drexel Hill,PA,Pennsylvania,31917,3387.1
3874,M,0,19026,4,1,85,1,28,1,0,0,0,Drexel Hill,PA,Pennsylvania,31917,3387.1
3875,M,0,19027,4,1,24.5,10,11,0,0,0,0,Elkins Park,PA,Pennsylvania,19863,1949.9
3876,M,0,19027,4,3,138.5,7,17,1,0,0,0,Elkins Park,PA,Pennsylvania,19863,1949.9
3877,M,0,19029,4,1,47,19,18,1,0,0,0,Essington,PA,Pennsylvania,3988,708.8
3878,M,0,19029,4,2,28,27,18,0,0,1,1,Essington,PA,Pennsylvania,3988,708.8
3879,M,0,19033,4,1,43,18,10,0,0,0,0,Folsom,PA,Pennsylvania,7804,2537.1
3880,M,0,19033,4,1,44.5,16,29,1,0,0,0,Folsom,PA,Pennsylvania,7804,2537.1
3881,M,0,19035,4,1,39.5,9,31,1,0,0,0,Gladwyne,PA,Pennsylvania,4149,340.1
3882,M,0,19035,4,4,197,1,23,0,0,1,0,Gladwyne,PA,Pennsylvania,4149,340.1
3883,M,0,19038,4,2,239,8,2,0,0,0,0,Glenside,PA,Pennsylvania,32672,1538.5
3884,M,0,19038,4,1,4.5,18,21,0,0,1,0,Glenside,PA,Pennsylvania,32672,1538.5
3885,M,0,19040,4,1,39.5,21,22,0,0,1,0,Hatboro,PA,Pennsylvania,22137,1437.2
3886,M,0,19040,4,1,19.5,25,17,0,0,1,0,Hatboro,PA,Pennsylvania,22137,1437.2
3887,M,0,19044,4,1,24.5,20,12,0,0,0,0,Horsham,PA,Pennsylvania,17027,730.2
3888,M,0,19044,4,5,216.5,21,35,0,0,1,0,Horsham,PA,Pennsylvania,17027,730.2
3889,M,1,19046,4,1,69.5,16,6,0,0,0,0,Jenkintown,PA,Pennsylvania,18994,1097.5
3890,M,1,19046,4,2,102.5,17,8,0,0,0,0,Jenkintown,PA,Pennsylvania,18994,1097.5
3891,F,0,19046,4,1,79.5,27,33,1,0,0,0,Jenkintown,PA,Pennsylvania,18994,1097.5
3892,F,0,19046,4,2,80.5,22,19,0,0,1,0,Jenkintown,PA,Pennsylvania,18994,1097.5
3893,M,0,19047,4,5,211.5,24,24,0,0,1,1,Langhorne,PA,Pennsylvania,33874,758.2
3894,M,0,19047,4,3,488,4,26,1,0,0,0,Langhorne,PA,Pennsylvania,33874,758.2
3895,U,1,19050,4,3,96,24,33,0,0,1,0,Lansdowne,PA,Pennsylvania,28905,3048.8
3896,U,1,19050,4,3,106,18,23,1,0,0,0,Lansdowne,PA,Pennsylvania,28905,3048.8
3897,F,0,19053,4,5,500.5,35,14,0,0,0,0,Feasterville Trevose,PA,Pennsylvania,28245,1035.1
3898,F,0,19053,4,1,39.5,14,3,0,0,0,0,Feasterville Trevose,PA,Pennsylvania,28245,1035.1
3899,M,0,19054,4,1,124.5,6,4,0,0,0,0,Levittown,PA,Pennsylvania,17440,1629.8
3900,M,0,19054,4,2,104,26,31,1,0,0,0,Levittown,PA,Pennsylvania,17440,1629.8
3901,M,0,19057,4,5,86.5,30,13,0,0,0,0,Levittown,PA,Pennsylvania,18439,1604.3
3902,M,0,19057,4,1,14.5,11,6,0,0,0,0,Levittown,PA,Pennsylvania,18439,1604.3
3903,M,0,19063,4,1,39.5,6,14,0,0,0,0,Media,PA,Pennsylvania,37716,580.2
3904,M,0,19063,4,4,189,24,18,0,0,1,0,Media,PA,Pennsylvania,37716,580.2
3905,M,0,19063,4,1,29.5,17,3,0,0,0,0,Media,PA,Pennsylvania,37716,580.2
3906,M,0,19063,4,1,19.5,30,9,0,0,0,0,Media,PA,Pennsylvania,37716,580.2
3907,M,0,19063,4,1,154.5,19,2,0,0,0,0,Media,PA,Pennsylvania,37716,580.2
3908,M,0,19063,4,1,19.5,7,3,0,0,0,0,Media,PA,Pennsylvania,37716,580.2
3909,M,0,19064,4,1,9.5,25,33,0,0,1,0,Springfield,PA,Pennsylvania,25218,1362.3
3910,M,0,19064,4,1,78,31,12,0,0,0,0,Springfield,PA,Pennsylvania,25218,1362.3
3911,F,0,19067,4,2,167.5,4,9,0,0,0,0,Morrisville,PA,Pennsylvania,53320,653.3
3912,F,0,19067,4,3,198.5,22,15,0,0,0,0,Morrisville,PA,Pennsylvania,53320,653.3
3913,M,0,19067,4,3,196,34,11,0,0,0,0,Morrisville,PA,Pennsylvania,53320,653.3
3914,M,0,19067,4,2,49,36,10,0,0,0,0,Morrisville,PA,Pennsylvania,53320,653.3
3915,M,0,19067,4,2,34,13,12,0,0,0,0,Morrisville,PA,Pennsylvania,53320,653.3
3916,M,0,19067,4,1,17.5,6,21,0,0,1,0,Morrisville,PA,Pennsylvania,53320,653.3
3917,M,0,19072,4,4,98,19,15,0,0,0,0,Narberth,PA,Pennsylvania,10557,1282.8
3918,M,0,19072,4,2,84,27,25,0,0,1,0,Narberth,PA,Pennsylvania,10557,1282.8
3919,F,1,19073,4,5,218.5,19,25,1,0,0,0,Newtown Square,PA,Pennsylvania,21297,400.6
3920,F,1,19073,4,1,17,3,22,0,0,1,0,Newtown Square,PA,Pennsylvania,21297,400.6
3921,M,1,19076,4,1,17.5,31,4,0,0,0,0,Prospect Park,PA,Pennsylvania,6449,3328.8
3922,M,1,19076,4,5,120,1,25,0,0,1,1,Prospect Park,PA,Pennsylvania,6449,3328.8
3923,M,0,19081,4,1,34.5,15,11,0,0,0,0,Swarthmore,PA,Pennsylvania,10577,1888.8
3924,M,0,19081,4,2,94,27,1,0,0,0,0,Swarthmore,PA,Pennsylvania,10577,1888.8
3925,F,0,19083,4,1,19.5,25,24,1,0,0,0,Havertown,PA,Pennsylvania,37143,2564.1
3926,F,0,19083,4,2,78,27,22,0,0,1,0,Havertown,PA,Pennsylvania,37143,2564.1
3927,M,0,19083,4,3,95.5,24,2,0,0,0,0,Havertown,PA,Pennsylvania,37143,2564.1
3928,M,0,19083,4,1,130,27,26,0,0,1,0,Havertown,PA,Pennsylvania,37143,2564.1
3929,U,0,19086,4,2,101.5,24,14,0,0,0,0,Wallingford,PA,Pennsylvania,12649,1220
3930,U,0,19086,4,1,19.5,24,11,0,0,0,0,Wallingford,PA,Pennsylvania,12649,1220
3931,F,0,19087,4,1,51.5,29,26,1,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3932,F,0,19087,4,1,74.5,13,20,1,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3933,M,0,19087,4,1,69.5,15,32,1,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3934,M,0,19087,4,2,119,1,17,1,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3935,M,0,19087,4,2,7,32,5,0,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3936,M,0,19087,4,2,195.5,1,15,0,0,0,0,Wayne,PA,Pennsylvania,33683,832.6
3937,M,0,19090,4,1,19.5,26,2,0,0,0,0,Willow Grove,PA,Pennsylvania,19814,1661.8
3938,M,0,19090,4,3,78.5,9,1,0,0,0,0,Willow Grove,PA,Pennsylvania,19814,1661.8
3939,M,0,19095,4,5,338.5,14,3,0,0,0,0,Wyncote,PA,Pennsylvania,7437,1387.3
3940,M,0,19095,4,1,64.5,19,8,0,0,0,0,Wyncote,PA,Pennsylvania,7437,1387.3
3941,M,0,19096,4,2,161.5,6,25,1,0,0,0,Wynnewood,PA,Pennsylvania,15384,1702
3942,M,0,19096,4,2,49,21,20,1,0,0,0,Wynnewood,PA,Pennsylvania,15384,1702
3943,M,1,19102,4,1,19.5,15,21,0,0,1,0,Philadelphia,PA,Pennsylvania,5635,11656
3944,M,1,19102,4,1,74.5,32,34,0,0,1,0,Philadelphia,PA,Pennsylvania,5635,11656
3945,F,0,19103,4,1,53.5,27,3,0,0,0,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3946,F,0,19103,4,1,49,5,2,0,0,0,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3947,M,0,19103,4,1,119.5,21,8,0,0,0,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3948,M,0,19103,4,1,109.5,18,19,0,0,1,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3949,M,0,19103,4,2,69,10,31,0,0,1,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3950,M,0,19103,4,2,148.5,23,27,1,0,0,0,Philadelphia,PA,Pennsylvania,25705,15375.5
3951,M,0,19104,4,1,98.5,17,5,0,0,0,0,Philadelphia,PA,Pennsylvania,53679,6771.5
3952,M,0,19104,4,2,47,12,7,0,1,0,0,Philadelphia,PA,Pennsylvania,53679,6771.5
3953,M,0,19106,4,3,130,2,31,0,0,1,0,Philadelphia,PA,Pennsylvania,14012,6364.3
3954,M,0,19106,4,4,60.5,1,18,1,0,0,1,Philadelphia,PA,Pennsylvania,14012,6364.3
3955,F,0,19107,4,1,6,26,7,0,0,0,0,Philadelphia,PA,Pennsylvania,15232,10810.5
3956,F,0,19107,4,4,104,17,29,1,0,0,0,Philadelphia,PA,Pennsylvania,15232,10810.5
3957,M,0,19111,4,2,28,17,22,1,0,0,0,Philadelphia,PA,Pennsylvania,67149,5350.5
3958,M,0,19111,4,4,60.5,7,10,0,0,0,0,Philadelphia,PA,Pennsylvania,67149,5350.5
3959,F,0,19114,4,3,123.5,6,7,0,0,0,0,Philadelphia,PA,Pennsylvania,31551,2164.7
3960,F,0,19114,4,3,181,18,3,0,0,0,0,Philadelphia,PA,Pennsylvania,31551,2164.7
3961,M,1,19115,4,1,9.5,19,12,0,0,0,0,Philadelphia,PA,Pennsylvania,35103,2625.6
3962,M,1,19115,4,3,435.5,19,5,0,0,0,0,Philadelphia,PA,Pennsylvania,35103,2625.6
3963,M,1,19118,4,1,49.5,27,26,0,0,1,0,Philadelphia,PA,Pennsylvania,10599,1276.8
3964,M,1,19118,4,5,451.5,1,17,0,0,0,0,Philadelphia,PA,Pennsylvania,10599,1276.8
3965,M,0,19119,4,1,22,4,13,0,0,0,0,Philadelphia,PA,Pennsylvania,29079,3299.2
3966,M,0,19119,4,4,115.5,14,12,0,0,0,0,Philadelphia,PA,Pennsylvania,29079,3299.2
3967,M,0,19120,4,1,24.5,10,17,0,0,0,0,Philadelphia,PA,Pennsylvania,71360,8519.2
3968,M,0,19120,4,3,86.5,4,21,1,0,0,0,Philadelphia,PA,Pennsylvania,71360,8519.2
3969,M,0,19124,4,4,232.5,9,19,0,0,1,0,Philadelphia,PA,Pennsylvania,72919,5472.6
3970,M,0,19124,4,3,116.5,14,3,0,0,0,0,Philadelphia,PA,Pennsylvania,72919,5472.6
3971,M,0,19128,4,4,63.5,12,30,0,0,1,0,Philadelphia,PA,Pennsylvania,38381,2121.6
3972,M,0,19128,4,2,61.5,25,7,0,0,0,0,Philadelphia,PA,Pennsylvania,38381,2121.6
3973,M,1,19129,4,5,357.5,11,27,0,0,1,0,Philadelphia,PA,Pennsylvania,11370,2140.1
3974,M,1,19129,4,3,76.5,36,18,0,0,0,0,Philadelphia,PA,Pennsylvania,11370,2140.1
3975,M,1,19131,4,3,191,3,29,0,0,1,0,Philadelphia,PA,Pennsylvania,44116,3231.3
3976,M,1,19131,4,1,49.5,10,11,0,0,0,0,Philadelphia,PA,Pennsylvania,44116,3231.3
3977,M,0,19134,4,1,52,18,21,0,0,1,0,Philadelphia,PA,Pennsylvania,60229,6748.2
3978,M,0,19134,4,1,39.5,1,32,0,0,1,0,Philadelphia,PA,Pennsylvania,60229,6748.2
3979,M,0,19137,4,3,76,14,8,0,0,0,1,Philadelphia,PA,Pennsylvania,8100,1291.3
3980,M,0,19137,4,1,9.5,36,13,0,0,0,0,Philadelphia,PA,Pennsylvania,8100,1291.3
3981,F,0,19142,4,1,165.5,29,6,0,0,0,0,Philadelphia,PA,Pennsylvania,31018,6859.2
3982,F,0,19142,4,5,243,25,11,0,0,0,0,Philadelphia,PA,Pennsylvania,31018,6859.2
3983,F,0,19144,4,1,119.5,15,1,0,0,0,0,Philadelphia,PA,Pennsylvania,47454,5106
3984,F,0,19144,4,5,275,9,1,0,0,0,0,Philadelphia,PA,Pennsylvania,47454,5106
3985,F,0,19146,4,2,46.5,17,18,0,1,0,0,Philadelphia,PA,Pennsylvania,40303,9026.5
3986,F,0,19146,4,1,87,30,13,0,0,0,0,Philadelphia,PA,Pennsylvania,40303,9026.5
3987,F,0,19147,4,1,4.5,12,13,0,0,0,0,Philadelphia,PA,Pennsylvania,39100,11284.8
3988,F,0,19147,4,5,260,14,13,0,0,0,0,Philadelphia,PA,Pennsylvania,39100,11284.8
3989,M,1,19149,4,1,38,17,28,0,0,1,0,Philadelphia,PA,Pennsylvania,58741,9500.6
3990,M,1,19149,4,2,45,13,22,1,0,0,0,Philadelphia,PA,Pennsylvania,58741,9500.6
3991,M,0,19151,4,4,232,7,4,0,0,0,0,Philadelphia,PA,Pennsylvania,33553,5401
3992,M,0,19151,4,3,134.5,32,16,0,0,0,0,Philadelphia,PA,Pennsylvania,33553,5401
3993,M,0,19154,4,3,89.5,12,4,0,0,0,0,Philadelphia,PA,Pennsylvania,34823,2101.5
3994,M,0,19154,4,2,101.5,1,1,0,0,0,0,Philadelphia,PA,Pennsylvania,34823,2101.5
3995,M,0,19301,4,5,263,6,16,1,0,0,0,Paoli,PA,Pennsylvania,7960,855.8
3996,M,0,19301,4,1,39.5,14,35,0,0,1,0,Paoli,PA,Pennsylvania,7960,855.8
3997,M,0,19312,4,1,62,18,7,0,0,0,0,Berwyn,PA,Pennsylvania,12021,485.2
3998,M,0,19312,4,2,79.5,17,12,0,0,0,0,Berwyn,PA,Pennsylvania,12021,485.2
3999,M,0,19317,4,4,128.5,31,12,0,0,0,0,Chadds Ford,PA,Pennsylvania,10594,187.3
4000,M,0,19317,4,1,24.5,17,6,0,0,0,0,Chadds Ford,PA,Pennsylvania,10594,187.3
